doi,title,abstract,authors,orcid_ids,affiliations,published_date,journal_title,publisher,keywords,topics
10.1111/1467-9965.00072,Interest Rate Dynamics and Consistent Forward Rate Curves,"We consider as given an arbitrage‐free interest rate model M, and a parametrized family of forward rate curves G. We study the question as to when the given family G is consistent with the dynamics of the interest rate model M, in the sense that M actually will produce forward rate curves belonging to G. We allow the interest rate model to be driven by a multidimensional Wiener process, as well as by a marked point process, and we give necessary and sufficient conditions for consistency. As test cases, we study some popular models, obtaining both positive and negative results about consistency. We also introduce a natural exponential‐polynomial family of forward rate curves, and for this family we give necessary and sufficient conditions for the existence of consistent interest rate models with deterministic volatility functions.",Tomas Björk; Bent Jesper Christensen,0000-0001-8448-9752,"Tomas Björk: Stockholm School of Economics, Swedish House of Finance; Bent Jesper Christensen: Aarhus University",1999-10,Mathematical Finance,Wiley,Short-rate model; Forward rate; Mathematics; Interest rate; Consistency (knowledge bases); Econometrics; Exponential function; Mathematical economics; Rendleman–Bartter model; Applied mathematics; Economics; Volatility (finance); Discrete mathematics; Mathematical analysis,Stochastic processes and financial applications; Mathematical Dynamics and Fractals; Advanced Queuing Theory Analysis
10.1111/1467-9965.00073,A Note on the Nelson–Siegel Family,"We study a problem posed in Bj""ork and Christensen (1999): Does there exist any nontrivial interest rate model that is consistent with the Nelson–Siegel family? They show that within the Heath–Jarrow–Morton framework with deterministic volatility structure the answer is no. In this paper we give a generalized version of this result including stochastic volatility structure. For that purpose we introduce the class of consistent state space processes, which have the property to provide an arbitrage‐free interest rate model when representing the parameters of the Nelson–Siegel family. We characterize the consistent state space Itô processes in terms of their drift and diffusion coefficients. By solving an inverse problem we find their explicit form. It turns out that there exists no nontrivial interest rate model driven by a consistent state space Itô process.",Damir Filipović,0000-0002-2443-5741,"Damir Filipović: ETH Zurich, École Polytechnique Fédérale de Lausanne, Swiss Finance Institute",1999-10,Mathematical Finance,Wiley,Mathematical economics; Arbitrage; Mathematics; State space; Interest rate; Stochastic volatility; Volatility (finance); Heath–Jarrow–Morton framework; Short-rate model; Inverse; Applied mathematics; Econometrics; Statistical physics; Economics; Financial economics; Finance; Physics; Statistics,Stochastic processes and financial applications; Mathematical Dynamics and Fractals; Stochastic processes and statistical mechanics
10.1111/1467-9965.00074,"Self‐Financing Trading Strategies for Sliding, Rolling‐Horizon, and Consol Bonds","The time evolution of a sliding bond is studied in discrete‐ and continuous‐time setups. By definition, a sliding bond represents the price process of a discount bond with a fixed time to maturity. Examples of measure‐valued trading strategies (introduced by Bj""ork et al. 1997a, 1997b) which are based on the price process of a sliding bond are discussed. In particular, a self‐financing strategy that involves holding at any time one unit of a sliding bond is examined (the wealth process of this strategy is referred to as the rolling‐horizon bond). In contrast to the sliding bond, which does not represent a tradable security, the rolling‐horizon bond (or the rolling‐consol bond) may play the role of a fixed‐income security with infinite lifespan in portfolio management problems.",Marek Rutkowski,0000-0003-3910-6403,"Marek Rutkowski: Warsaw University of Technology, Czech Academy of Sciences, Institute of Mathematics",1999-10,Mathematical Finance,Wiley,Bond; Portfolio; Horizon; Maturity (psychological); Economics; Finance; Mathematics,Financial Markets and Investment Strategies; Stochastic processes and financial applications; Economic theories and models
10.1111/1467-9965.00075,European-Type Contingent Claims in an Incomplete Market with Constrained Wealth and Portfolio,"This paper considers the problem of hedgeability and replicability of European-type contingent claims in an incomplete market with the wealth and the portfolio possibly being constrained. For the case of no constraint, using the idea of a Four Step Scheme (Ma, Protter, and Yong 1994), we prove the replicability of a class of contingent claims (including European call and put options) without assuming ad hoc technical conditions. For the case with the wealth and portfolio being constrained, several positive and negative results concerning hedgeability and replicability are presented.",Jiongmin Yong,0000-0002-3715-0913,"Jiongmin Yong: University of Central Florida, Fudan University",1999-10,Mathematical Finance,Wiley,Constraint (computer-aided design); Portfolio; Economics; Class (philosophy); Type (biology); Incomplete markets; Financial economics; Mathematical economics; Actuarial science; Econometrics; Microeconomics; Mathematics; Computer science; Artificial intelligence,Stochastic processes and financial applications; Economic theories and models; Monetary Policy and Economic Impact
10.1111/1467-9965.00076,European‐Type Contingent Claims in an Incomplete Market with Constrained Wealth and Portfolio,"This paper considers the problem of hedgeability and replicability of European‐type contingent claims in an incomplete market with the wealth and the portfolio possibly being constrained. For the case of no constraint, using the idea of a Four Step Scheme (Ma, Protter, and Yong 1994), we prove the replicability of a class of contingent claims (including European call and put options) without assuming ad hoc technical conditions. For the case with the wealth and portfolio being constrained, several positive and negative results concerning hedgeability and replicability are presented.",Jiongmin Yong,0000-0002-3715-0913,Jiongmin Yong: Fudan University,1999-10,Mathematical Finance,Wiley,Constraint (computer-aided design); Portfolio; Economics; Class (philosophy); Incomplete markets; Type (biology); Financial economics; Actuarial science; Mathematical economics; Econometrics; Microeconomics; Mathematics; Computer science; Artificial intelligence,Stochastic processes and financial applications; Economic theories and models; Credit Risk and Financial Regulations
10.1111/1467-9965.00077,Equilibrium with Default and Endogenous Collateral,"We study a two‐period general equilibrium model with incomplete asset markets and default. We make collateral endogenous by allowing each seller of assets to fix the level of collateral. Sellers are required to provide collateral whose first‐period value, per unit of asset, exceeds the asset price by an arbitrarily small amount. Moreover, borrowers are also required to be fully covered by the purchase, in the first period, of state‐by‐state default insurance. These insurance contracts are offered by lenders. The insurance cost or revenue is a linear charge and plays the role of a spread penalizing borrowers who will incur in default and benefiting lenders who will suffer default. Under these assumptions, equilibrium always exists.",Aloisio Araújo; Jaime Orrillo; Mario R. Páscoa,0000-0003-3826-1145; 0000-0001-5654-1525,Aloísio Araújo: Instituto Nacional de Matemática Pura e Aplicada; Jaime Orrillo: Instituto Nacional de Matemática Pura e Aplicada; Mario Rui Páscoa: Universidade Nova de Lisboa,2000-01,Mathematical Finance,Wiley,Collateral; Asset (computer security); Economics; Loss given default; Business; Revenue; Monetary economics; Probability of default; Financial economics; Microeconomics; Actuarial science; Finance; Credit risk; Computer science; Incentive; Capital requirement,"Economic theories and models; Banking stability, regulation, efficiency; Financial Literacy, Pension, Retirement Analysis"
10.1111/1467-9965.00078,Endogenous Random Asset Prices in Overlapping Generations Economies,"This paper derives a general explicit sequential asset price process for an economy with overlapping generations of consumers. They maximize expected utility with respect to subjective transition probabilities given by Markov kernels. The process is determined primarily by the interaction of exogenous random dividends and the characteristics of consumers, given by arbitrary preferences and expectations, yielding an explicit random dynamical system with expectations feedback. The paper studies asset prices and equity premia for a parametrized class of examples with CARA utilities and exponential distributions. It provides a complete analysis of the role of risk aversion and of subjective as well as rational beliefs.",Volker Böhm; Nicole Deutscher; Jan Wenzelburger,0000-0002-9474-4718; 0000-0002-0043-9561,Volker Böhm: Bielefeld University; Nicole Deutscher: Bielefeld University; Jan Wenzelburger: Bielefeld University,2000-01,Mathematical Finance,Wiley,Economics; Asset (computer security); Overlapping generations model; Dividend; Microeconomics; Econometrics; Markov chain; Expected utility hypothesis; Markov process; Equity (law); Risk aversion (psychology); Rational expectations; Risk premium; Financial economics; Computer science; Mathematics; Finance,Economic theories and models; Stochastic processes and financial applications; Monetary Policy and Economic Impact
10.1111/1467-9965.00079,The Minimal Entropy Martingale Measure and the Valuation Problem in Incomplete Markets,"Let χ be a family of stochastic processes on a given filtered probability space (Ω, F , ( F t ) t ∈ T , P ) with T ⊆R + . Under the assumption that the set M e of equivalent martingale measures for χ is not empty, we give sufficient conditions for the existence of a unique equivalent martingale measure that minimizes the relative entropy, with respect to P , in the class of martingale measures. We then provide the characterization of the density of the minimal entropy martingale measure, which suggests the equivalence between the maximization of expected exponential utility and the minimization of the relative entropy.",Marco Frittelli,0000-0003-4340-4462,Marco Frittelli: University of Milan,2000-01,Mathematical Finance,Wiley,Martingale pricing; Economics; Martingale (probability theory); Incomplete markets; Econometrics; Mathematical economics; Local martingale; Doob's martingale inequality; Mathematics; Valuation (finance); Financial economics; Applied mathematics; Microeconomics; Finance,Economic theories and models; Stochastic processes and financial applications; Complex Systems and Time Series Analysis
10.1111/1467-9965.00080,On the Rate of Convergence of Discrete‐Time Contingent Claims,"This paper characterizes the rate of convergence of discrete‐time multinomial option prices. We show that the rate of convergence depends on the smoothness of option payoff functions, and is much lower than commonly believed because option payoff functions are often of all‐or‐nothing type and are not continuously differentiable. To improve the accuracy, we propose two simple methods, an adjustment of the discrete‐time solution prior to maturity and smoothing of the payoff function, which yield solutions that converge to their continuous‐time limit at the maximum possible rate enjoyed by smooth payoff functions. We also propose an intuitive approach that systematically derives multinomial models by matching the moments of a normal distribution. A highly accurate trinomial model also is provided for interest rate derivatives. Numerical examples are carried out to show that the proposed methods yield fast and accurate results.",Steve Heston; Guofu Zhou,0000-0002-4104-403X,Steve Heston: Goldman Sachs (United States); Guofu Zhou: Washington University in St. Louis,2000-01,Mathematical Finance,Wiley,Stochastic game; Mathematics; Rate of convergence; Smoothness; Smoothing; Discrete time and continuous time; Multinomial distribution; Mathematical economics; Differentiable function; Limit (mathematics); Convergence (economics); Applied mathematics; Mathematical optimization; Econometrics; Economics; Computer science; Statistics; Mathematical analysis; Key (lock),Stochastic processes and financial applications; Capital Investment and Risk Analysis
10.1111/1467-9965.00081,Approximating Large Diversified Portfolios,"This paper considers a financial market with asset price dynamics modeled by a system of lognormal stochastic differential equations. A one‐dimensional stochastic differential equation for the approximate evolution of a large diversified portfolio formed by these assets is derived. This identifies the asymptotic dynamics of the portfolio as being a lognormal diffusion. Consequentially an efficient way for computing probabilities, derivative prices, and other quantities for the portfolio are obtained. Additionally, the asymptotic strong and weak orders of convergence with respect to the number of assets in the portfolio are determined.",Norbert Hofmann; Eckhard Platen,0000-0003-3593-5677; 0000-0003-4595-3123,"Norbert Hofmann: Institut für Psychogerontologie, Friedrich-Alexander-Universität Erlangen-Nürnberg; Eckhard Platen: University of Technology Sydney",2000-01,Mathematical Finance,Wiley,Portfolio; Stochastic differential equation; Asset (computer security); Log-normal distribution; Derivative (finance); Replicating portfolio; Economics; Econometrics; Mathematics; Convergence (economics); Applied mathematics; Portfolio optimization; Mathematical economics; Financial economics; Computer science; Statistics,Complex Systems and Time Series Analysis; Stochastic processes and financial applications; Financial Risk and Volatility Modeling
10.1111/1467-9965.00083,On the Pricing of Contingent Claims with Frictions,"This paper studies the problem of pricing contingent claims in a market which has frictions in the form of costs, such as penalty functions corresponding to constraints. An arbitrage‐free interval is identified, and a fair price based upon utility functions is proposed. It provides a framework to study incomplete markets that is simplier than the one related to constraints on portfolios introduced by Karatzas and Kou.",A. Bensoussan; H. Julien,0000-0003-2465-1249,Alain Bensoussan: Centre National d'Études Spatiales,2000-04,Mathematical Finance,Wiley,Arbitrage; Economics; Incomplete markets; Interval (graph theory); Microeconomics; Mathematical economics; Financial economics; Econometrics; Mathematics,Economic theories and models; Stochastic processes and financial applications; Economic Policies and Impacts
10.1111/1467-9965.00084,Mean‐Variance Hedging for Stochastic Volatility Models,In this paper we discuss the tractability of stochastic volatility models for pricing and hedging options with the mean‐variance hedging approach. We characterize the variance‐optimal measure as the solution of an equation between Doléans exponentials; explicit examples include both models where volatility solves a diffusion equation and models where it follows a jump process. We further discuss the closedness of the space of strategies.,Francesca Biagini; Paolo Guasoni; Maurizio Pratelli,0000-0001-9801-5259; 0000-0002-8562-3658,Francesca Biagini: University of Bologna; Paolo Guasoni: Scuola Normale Superiore; Maurizio Pratelli: University of Pisa,2000-04,Mathematical Finance,Wiley,Stochastic volatility; Volatility (finance); Econometrics; Variance swap; Exponential function; Jump diffusion; Variance (accounting); Mathematics; Jump; Realized variance; Economics; Applied mathematics; SABR volatility model; Mathematical analysis; Physics,Stochastic processes and financial applications; Mathematical Biology Tumor Growth; Financial Risk and Volatility Modeling
10.1111/1467-9965.00085,Multiple Ratings Model of Defaultable Term Structure,"A new approach to modeling credit risk, to valuation of defaultable debt and to pricing of credit derivatives is developed. Our approach, based on the Heath, Jarrow, and Morton (1992) methodology, uses the available information about the credit spreads combined with the available information about the recovery rates to model the intensities of credit migrations between various credit ratings classes. This results in a conditionally Markovian model of credit risk. We then combine our model of credit risk with a model of interest rate risk in order to derive an arbitrage‐free model of defaultable bonds. As expected, the market price processes of interest rate risk and credit risk provide a natural connection between the actual and the martingale probabilities.",Tomasz R. Bielecki; Marek Rutkowski,0000-0001-6623-1504; 0000-0003-3910-6403,"Tomasz R. Bielecki: Northeastern Illinois University; Marek Rutkowski: Warsaw University of Technology, Institute of Mathematics",2000-04,Mathematical Finance,Wiley,Term (time); Econometrics; Economics; Computer science; Physics,"Credit Risk and Financial Regulations; Advanced Research in Systems and Signal Processing; Aerospace, Electronics, Mathematical Modeling"
10.1111/1467-9965.00086,Classical and Impulse Stochastic Control of the Exchange Rate Using Interest Rates and Reserves,"We consider the problem of a Central Bank that wants the exchange rate to be as close as possible to a given target, and in order to do that uses both the interest rate level and interventions in the foreign exchange market. We model this as a mixed classical‐impulse stochastic control problem, and provide for the first time a solution to that kind of problem. We give examples of solutions that allow us to perform an interesting economic analysis of the optimal strategy of the Central Bank.",Abel Cadenillas; Fernando Zapatero,0000-0002-0344-9191,Abel Cadenillas: University of Alberta; Fernando Zapatero: University of Southern California,2000-04,Mathematical Finance,Wiley,Exchange rate; Interest rate; Impulse control; Impulse (physics); Foreign exchange market; Economics; Stochastic control; Econometrics; Mathematical economics; Central bank; Order (exchange); Foreign exchange; Optimal control; Mathematical optimization; Mathematics; Monetary policy; Monetary economics; Finance,Economic theories and models; Stochastic processes and financial applications; Monetary Policy and Economic Impact
10.1111/1467-9965.00087,Pricing American Options Fitting the Smile,"This paper is a compendium of results—theoretical and computational—from a series of recent papers developing a new American option valuation technique based on linear programming (LP). Some further computational results are included for completeness. A proof of the basic analytical theorem is given, as is the analysis needed to solve the inverse problem of determining local (one‐factor) volatility from market data. The ideas behind a fast accurate revised simplex method, whose performance is linear in time and space discretizations, are described and the practicalities of fitting the volatility smile are discussed. Numerical results are presented which show the LP valuation technique to be extremely fast—lattice speed with PDE accuracy. American options valued in the paper range from vanilla, through exotic with constant volatility, to exotic options fitting the volatility smile.",M. A. H. Dempster; D. G. Richards,0000-0002-7213-5399,M. A. H. Dempster: University of Cambridge; David Richards: University of Cambridge,2000-04,Mathematical Finance,Wiley,Volatility smile; Volatility (finance); Revised simplex method; Valuation (finance); Valuation of options; Exotic option; Econometrics; Linear programming; Compendium; Stochastic volatility; Computer science; Implied volatility; Mathematics; Simplex algorithm; Applied mathematics; Mathematical optimization; Economics; Finance,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Capital Investment and Risk Analysis
10.1111/1467-9965.00088,On Models of Default Risk,"We first discuss some mathematical tools used to compute the intensity of a single jump process, in its canonical filtration. In the second part, we try to clarify the meaning of default and the links between the default time, the asset's filtration, and the intensity of the default time. We finally discuss some examples.",R. J. Elliott; M. Jeanblanc; M. Yor,0000-0002-5486-6999,Robert J. Elliott: Victoria and Albert Museum; Monique Jeanblanc: Université d'Évry Val-d'Essonne; Marc Yor: Pakistan Muslim Centre,2000-04,Mathematical Finance,Wiley,Jump; Filtration (mathematics); Default risk; Asset (computer security); Intensity (physics); Default; Econometrics; Credit risk; Mathematical economics; Mathematics; Economics; Computer science; Actuarial science; Statistics; Finance; Physics,Credit Risk and Financial Regulations; Stochastic processes and financial applications; Insurance and Financial Risk Management
10.1111/1467-9965.00089,Risk‐Sensitive Control and an Optimal Investment Model,"We consider an optimal investment model in which the goal is to maximize the long‐term growth rate of expected utility of wealth. In the model, the mean returns of the securities are explicitly affected by the underlying economic factors. The utility function is HARA. The problem is reformulated as an infinite time horizon risk‐sensitive control problem. We study the dynamic programming equation associated with this control problem and derive some consequences of the investment problem.",W. H. Fleming; S. J. Sheu,0000-0001-9605-5599,Wendell H. Fleming: John Brown University; Shuenn‐Jyi Sheu: Academia Sinica,2000-04,Mathematical Finance,Wiley,Optimal control; Economics; Investment (military); Time horizon; Dynamic programming; Bellman equation; Expected utility hypothesis; Control (management); Stochastic control; Investment strategy; Econometrics; Horizon; Function (biology); Mathematical economics; Mathematical optimization; Mathematics; Finance; Market liquidity,Stochastic processes and financial applications; Economic theories and models; Financial Markets and Investment Strategies
10.1111/1467-9965.00090,Risk Minimization with Incomplete Information in a Model for High‐Frequency Data,"We study risk‐minimizing hedging‐strategies for derivatives in a model where the asset price follows a marked point process with stochastic jump‐intensity, which depends on some unobservable state‐variable process. This model reflects stylized facts that are typical for high frequency data. We assume that agents in our model are restricted to observing past asset prices. This poses some problems for the computation of risk‐minimizing hedging strategies as the current value of the state variable is unobservable for our agents. We overcome this difficulty by a two‐step procedure, which is based on a projection result of Schweizer and show that in our context the computation of risk‐minimizing strategies leads to a filtering problem that has received some attention in the nonlinear filtering literature.",Rüdiger Frey,0000-0002-8402-4653,"Rüdiger Frey: BIVŠ Vysoká škola v Praze a v Brně, University of Zurich",2000-04,Mathematical Finance,Wiley,Unobservable; Stylized fact; State variable; Context (archaeology); Econometrics; Asset (computer security); Computer science; Variable (mathematics); Computation; Cox process; Projection (relational algebra); Mathematical optimization; Economics; Mathematics; Poisson distribution; Algorithm; Statistics,Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Monetary Policy and Economic Impact
10.1111/1467-9965.00091,Value Preserving Strategies and a General Framework for Local Approaches to Optimal Portfolios,We present some new general results on the existence and form of value preserving portfolio strategies in a general semimartingale setting. The concept of value preservation is derived via a mean‐variance argument. It is also embedded into a framework for local approaches to the problem of portfolio optimization.,Ralf Korn,0000-0002-9123-3883,Ralf Korn: University of Kaiserslautern,2000-04,Mathematical Finance,Wiley,Semimartingale; Portfolio; Argument (complex analysis); Value (mathematics); Mathematical economics; Mathematical optimization; Portfolio optimization; Variance (accounting); Mathematics; Local volatility; Economics; Econometrics; Applied mathematics; Financial economics; Volatility (finance); Statistics; Stochastic volatility,Financial Markets and Investment Strategies; Risk and Portfolio Optimization; Economic theories and models
10.1111/1467-9965.00092,Multidimensional Variance‐Optimal Hedging in Discrete‐Time Model—A General Approach,"One of the well‐known approaches to the problem of option pricing is a minimization of the global risk, considered as the expected quadratic net loss. In the paper, a multidimensional variant of the problem is studied. To obtain the existence of the variance‐optimal hedging strategy in a model without transaction costs, we can apply the result of Monat and Stricker. Another possibility is a generalization of the nondegeneracy condition that appeared in a paper of Schweizer, in which a one‐dimensional problem is solved. The relationship between the two approaches is shown. A more difficult problem is the existence of an optimal solution in the model with transaction costs. A sufficient condition in a multidimensional case is formulated.",M. Motoczyński,,Michał Motoczyński: University of Warsaw,2000-04,Mathematical Finance,Wiley,Generalization; Transaction cost; Quadratic equation; Variance (accounting); Minification; Mathematical optimization; Discrete time and continuous time; Database transaction; Mathematical economics; Mathematics; Applied mathematics; Econometrics; Economics; Computer science; Microeconomics; Statistics,Stochastic processes and financial applications; Economic theories and models
10.1111/1467-9965.00093,Pricing Via Utility Maximization and Entropy,"In a financial market model with constraints on the portfolios, define the price for a claim C as the smallest real number p such that sup π E[ U ( X T x + p , π − C )]≥ sup π E[ U ( X T x , π )], where U is the negative exponential utility function and X x , π is the wealth associated with portfolio π and initial value x . We give the relations of this price with minimal entropy or fair price in the flavor of Karatzas and Kou (1996) and superreplication. Using dynamical methods, we characterize the price equation, which is a quadratic Backward SDE, and describe the optimal wealth and portfolio. Further use of Backward SDE techniques allows for easy determination of the pricing function properties.",Richard Rouge; Nicole El Karoui,0000-0002-0822-9198,"Richard Rouge: Sorbonne Université, Laboratoire de Probabilités et Modèles Aléatoires; Nicole El Karoui: École Polytechnique, Centre de Mathématiques Appliquées",2000-04,Mathematical Finance,Wiley,Portfolio; Utility maximization; Mathematical economics; Economics; Quadratic equation; Exponential utility; Maximization; Exponential function; Bellman equation; Mathematics; Econometrics; Financial economics; Microeconomics,Economic theories and models; Complex Systems and Time Series Analysis; Financial Markets and Investment Strategies
10.1111/1467-9965.00094,A Stochastic Control Approach to Risk Management Under Restricted Information,We use techniques from discrete‐time stochastic control under partial state information to determine a shortfall‐risk minimizing investment strategy in the case when there is only restricted information on the underlying market model and transaction costs as well as shortselling constraints are present. The approach is adaptive in the sense that it takes into account all the information on the underlying model that becomes successively available to an economic agent by observing the prices in the market. As an immediate byproduct of the approach it is possible to determine the entire shortfall distribution corresponding to the optimal strategy and to various values of the initial capital.,Wolfgang J. Runggaldier; Anna Zaccaria,0000-0002-0456-5506,Wolfgang J. Runggaldier: University of Padua,2000-04,Mathematical Finance,Wiley,Stochastic control; Transaction cost; Econometrics; Economics; Investment strategy; Control (management); Investment (military); Expected shortfall; Database transaction; Risk management; Computer science; Optimal control; Mathematical optimization; Microeconomics; Finance; Mathematics; Market liquidity,Capital Investment and Risk Analysis; Economic theories and models; Stochastic processes and financial applications
10.1111/1467-9965.00095,Portfolio Optimization and Martingale Measures,"The paper studies connections between risk aversion and martingale measures in a discrete‐time incomplete financial market. An investor is considered whose attitude toward risk is specified in terms of the index b of constant proportional risk aversion. Then dynamic portfolios are admissible if the terminal wealth is positive. It is assumed that the return (risk) processes are bounded. Sufficient (and nearly necessary) conditions are given for the existence of an optimal dynamic portfolio which chooses portfolios from the interior of the set of admissible portfolios. This property leads to an equivalent martingale measure defined through the optimal dynamic portfolio and the index 0 < b ≤ 1. Moreover, the option pricing formula of Davis is given by this martingale measure. In the case of b = 1; that is, in the case of the log‐utility, the optimal dynamic portfolio defines the numéraire portfolio.",Manfred Schäl,,Manfred Schäl: University of Bonn,2000-04,Mathematical Finance,Wiley,Martingale (probability theory); Portfolio; Spectral risk measure; Portfolio optimization; Martingale pricing; Economics; Mathematical economics; Local martingale; Mathematics; Econometrics; Risk aversion (psychology); Replicating portfolio; Discrete time and continuous time; Expected utility hypothesis; Applied mathematics; Financial economics; Statistics,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Economic theories and models
10.1111/1467-9965.00096,Option Pricing in Discrete‐Time Incomplete Market Models,Various aspects of pricing of contingent claims in discrete time for incomplete market models are studied. Formulas for prices with proportional transaction costs are obtained. Some results concerning pricing with concave transaction costs are shown. Pricing by the expected utility of terminal wealth is also considered.,Lukasz Stettner,0000-0002-7441-9002,Łukasz Stettner: Polish Academy of Sciences,2000-04,Mathematical Finance,Wiley,Discrete time and continuous time; Economics; Transaction cost; Variable pricing; Rational pricing; Valuation of options; Econometrics; Incomplete markets; Database transaction; Microeconomics; Financial economics; Capital asset pricing model; Computer science; Mathematics,Economic theories and models; Stochastic processes and financial applications
10.1111/1467-9965.00097,On Level Curves of Value Functions in Optimization Models of Expected Utility,"We study the level sets of value functions in expected utility stochastic optimization models. We consider optimal portfolio management models in complete markets with lognormally distributed prices as well as asset prices modeled as diffusion processes with nonlinear dynamics. Besides the complete market cases, we analyze models in markets with frictions like correlated nontraded assets and diffusion stochastic volatilities. We derive, for all the above models, equations that their level curves solve and we relate their evolution to power transformations of derivative prices. We also study models with proportional transaction costs in a finite horizon setting and we derive their level curve equation; the latter turns out to be a Variational Inequality with mixed gradient and obstacle constraints.",Cristian‐Ioan Tiu; Thaleia Zariphopoulou,0000-0002-4213-3720,C. Tiu: University of Wisconsin–Madison; Thaleia Zariphopoulou: University of Wisconsin–Madison,2000-04,Mathematical Finance,Wiley,Portfolio optimization; Economics; Incomplete markets; Transaction cost; Portfolio; Econometrics; Mathematical optimization; Mathematics; Applied mathematics; Mathematical economics; Financial economics; Microeconomics,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Risk and Portfolio Optimization
10.1111/1467-9965.00098,Louis Bachelier on the Centenary of <i>Théorie de la Spéculation</i>,,Jean‐Michel Courtault; Yuri Kabanov; Bernard Bru; Pierre Crépel; Isabelle Lebon; Arnaud Le Marchand,0000-0002-6275-1112; 0000-0003-4516-6736,"Jean‐Michel Courtault: Université de franche-comté; Yuri Kabanov: Université de franche-comté, Laboratoire de Mathématiques; Bernard Bru: Université Paris Cité; Pierre Crépel: Université Claude Bernard Lyon 1; Isabelle Lebon: Université Le Havre Normandie; Arnaud Le Marchand: Université Le Havre Normandie",2000-07,Mathematical Finance,Wiley,Humanities; Art history; Philosophy; Art,Economic theories and models; Complex Systems and Time Series Analysis; Economic Theory and Policy
10.1111/1467-9965.00099,A Martingale Characterization of Consumption Choices and Hedging Costs with Margin Requirements,"This paper examines optimal consumption and investment choices and the cost of hedging contingent claims in the presence of margin requirements or, more generally, of nonlinear wealth dynamics and constraints on the portfolio policies. Existence of optimal policies is established using martingale and duality techniques under general assumptions on the securities' price process and the investor's preferences. As an illustration, explicit solutions are provided for an agent with ‘logarithmic’ utility. A PDE characterization of the cost of hedging a nonnegative path‐independent European contingent claim is also provided.",Domenico Cuoco; Hong Liu,0000-0003-1904-6001,Domenico Cuoco: University of Pennsylvania,2000-07,Mathematical Finance,Wiley,Martingale (probability theory); Economics; Margin (machine learning); Econometrics; Martingale pricing; Financial economics; Mathematical economics; Local martingale; Mathematics; Computer science; Applied mathematics,"Stochastic processes and financial applications; Insurance, Mortality, Demography, Risk Management; Risk and Portfolio Optimization"
10.1111/1467-9965.00100,Optimal Dynamic Portfolio Selection: Multiperiod Mean‐Variance Formulation,"The mean‐variance formulation by Markowitz in the 1950s paved a foundation for modern portfolio selection analysis in a single period. This paper considers an analytical optimal solution to the mean‐variance formulation in multiperiod portfolio selection. Specifically, analytical optimal portfolio policy and analytical expression of the mean‐variance efficient frontier are derived in this paper for the multiperiod mean‐variance formulation. An efficient algorithm is also proposed for finding an optimal portfolio policy to maximize a utility function of the expected value and the variance of the terminal wealth.",Duan Li; Wan‐Lung Ng,0000-0001-9786-6238,Duan Li: Chinese University of Hong Kong; Wan‐Lung Ng: Chinese University of Hong Kong,2000-07,Mathematical Finance,Wiley,Portfolio; Efficient frontier; Portfolio optimization; Selection (genetic algorithm); Variance (accounting); Modern portfolio theory; Economics; Post-modern portfolio theory; Econometrics; Merton's portfolio problem; Mathematical optimization; Replicating portfolio; Mathematics; Computer science; Financial economics,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Risk and Portfolio Optimization
10.1111/1467-9965.00101,Laguerre Series for Asian and Other Options,"This paper has four goals: (a) relate ladder height distributions to option values; (b) show how Laguerre expansions may be used in the computation of densities, distribution functions, and option prices; (c) derive some new results on the integral of geometric Brownian motion over a finite interval; and (d) apply the preceding results to the determination of the distribution of the integral of geometric Brownian motion and the computation of Asian option values. The usual fixed‐strike options on the average are treated, as well as options with payoffs expressed in terms of one over the average of the underlying security, which this author calls “reciprocal Asian options.” In all cases the underlying asset is represented by geometric Brownian motion, the averages are performed continuously, and the options are of European type.",Daniel Dufresne,0000-0001-6990-0590,Daniel Dufresne: Université de Montréal,2000-10,Mathematical Finance,Wiley,Geometric Brownian motion; Asian option; Mathematics; Reciprocal; Computation; Series (stratigraphy); Laguerre polynomials; Brownian excursion; Brownian motion; Interval (graph theory); Applied mathematics; Distribution (mathematics); Asset (computer security); Valuation of options; Mathematical economics; Econometrics; Mathematical analysis; Economics; Computer science; Statistics; Diffusion process; Combinatorics; Algorithm; Geology,Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Capital Investment and Risk Analysis
10.1111/1467-9965.00102,Generic Existence and Robust Nonexistence of Numéraires in Finite Dimensional Securities Markets,"A numéraire is a portfolio that, if prices and dividends are denominated in its units, admits an equivalent martingale measure that transforms all gains processes into martingales. We first supply a necessary and sufficient condition for the generic existence of numéraires in a finite dimensional setting. We then characterize the arbitrage‐free prices and dividends for which the absence of numéraires survives any small perturbation preserving no arbitrage. Finally, we identify the cases when any small, but otherwise arbitrary, perturbation of prices and dividends preserves either the existence of numéraires, or their nonexistence under no arbitrage.",Bruno Girotto; Fulvio Ortu,,Bruno Girotto: University of Trieste; Fulvio Ortu: University of Southern California,2000-10,Mathematical Finance,Wiley,Arbitrage; Dividend; Portfolio; Martingale (probability theory); Economics; Mathematical economics; Mathematics; Econometrics; Financial economics; Applied mathematics; Finance,Stochastic processes and financial applications; Economic theories and models; Complex Systems and Time Series Analysis
